date,open,high,low,close,amount_yi,pe
2022-05-16,1320.88,1333.95,1307.87,1311.39,65.04,30.34
2022-05-17,1312.14,1334.39,1305.43,1334.39,72.04,30.98
2022-05-18,1337.68,1347.22,1328.62,1336.2,79.65,31.01
2022-05-19,1316.49,1350.74,1311.83,1350.3,79.49,31.3
2022-05-20,1355.48,1373.55,1352.56,1373.55,94.59,31.86
2022-05-23,1372.22,1377.74,1359.95,1375.68,82.6,31.73
2022-05-24,1377.31,1381.29,1321.28,1321.67,101.92,30.55
2022-05-25,1319.2,1338.3,1311.79,1337.81,73.26,30.92
2022-05-26,1338.16,1353.75,1314.31,1342.35,81.57,30.83
2022-05-27,1349.62,1365.98,1331.85,1339.78,82.56,30.78
2022-05-30,1343.75,1361.92,1333.6,1361.92,81.2,31.35
2022-05-31,1364.18,1398.16,1358.47,1396.61,106.01,32.18
2022-06-01,1393.97,1417.55,1392.0,1409.76,105.36,32.49
2022-06-02,1410.67,1446.1,1403.01,1442.83,121.41,33.24
2022-06-06,1445.24,1481.35,1443.62,1475.85,150.02,33.97
2022-06-07,1477.37,1479.54,1448.09,1460.65,112.85,33.76
2022-06-08,1461.82,1473.46,1428.98,1457.26,118.25,33.59
2022-06-09,1458.25,1458.95,1417.27,1426.07,102.04,32.93
2022-06-10,1415.85,1460.63,1415.1,1460.29,110.33,33.58
2022-06-13,1452.11,1487.37,1449.94,1484.31,147.44,35.75
2022-06-14,1466.37,1476.24,1426.4,1476.04,135.77,35.46
2022-06-15,1473.08,1490.61,1457.84,1459.94,142.06,35.05
2022-06-16,1461.56,1484.83,1461.56,1468.37,113.23,35.32
2022-06-17,1456.0,1489.41,1454.21,1486.57,136.13,35.73
2022-06-20,1495.57,1517.64,1488.42,1511.27,187.28,36.13
2022-06-21,1522.51,1546.37,1512.4,1533.36,239.39,36.45
2022-06-22,1530.87,1533.78,1496.28,1497.37,206.2,34.33
2022-06-23,1502.82,1554.89,1501.24,1554.45,226.83,35.72
2022-06-24,1565.28,1578.81,1556.38,1576.92,244.84,36.24
2022-06-27,1584.38,1600.1,1572.33,1595.19,241.28,36.53
2022-06-28,1600.99,1630.86,1580.73,1629.4,312.83,37.15
2022-06-29,1625.93,1635.73,1571.86,1572.77,318.4,35.83
2022-06-30,1569.45,1591.64,1563.33,1573.86,274.94,35.85
2022-07-01,1571.07,1587.53,1565.87,1577.01,233.81,35.8
2022-07-04,1573.2,1588.34,1563.18,1587.99,255.3,36.12
2022-07-05,1582.46,1598.76,1549.61,1577.46,253.19,35.92
2022-07-06,1568.91,1589.3,1560.56,1568.99,252.73,35.56
2022-07-07,1572.0,1587.5,1561.17,1582.91,276.22,35.88
2022-07-08,1585.95,1597.46,1573.57,1573.57,295.11,35.09
2022-07-11,1569.32,1569.32,1536.33,1548.87,245.86,34.57
2022-07-12,1543.79,1550.74,1512.6,1514.38,220.68,33.9
2022-07-13,1509.26,1534.98,1503.51,1528.16,190.92,34.14
2022-07-14,1525.59,1571.81,1524.3,1560.75,231.14,34.81
2022-07-15,1554.13,1580.43,1547.88,1547.88,219.28,34.62
2022-07-18,1550.4,1578.52,1542.63,1578.52,246.85,35.16
2022-07-19,1579.04,1581.85,1561.26,1575.92,258.93,35.01
2022-07-20,1581.53,1603.92,1580.07,1602.98,229.72,35.58
2022-07-21,1596.58,1623.34,1591.52,1604.78,237.47,35.57
2022-07-22,1610.65,1630.88,1584.68,1601.51,250.33,35.5
2022-07-25,1601.15,1611.2,1574.98,1581.27,267.27,35.02
2022-07-26,1578.02,1595.43,1559.6,1594.79,236.54,35.37
2022-07-27,1591.63,1635.77,1585.0,1633.8,298.06,36.15
2022-07-28,1643.46,1665.87,1643.46,1652.76,325.56,36.46
2022-07-29,1659.73,1673.22,1648.28,1652.63,341.37,36.47
2022-08-01,1654.78,1686.57,1638.51,1686.12,350.45,37.11
2022-08-02,1661.24,1671.79,1619.63,1648.22,378.63,36.36
2022-08-03,1654.55,1676.89,1609.49,1617.78,365.57,35.87
2022-08-04,1626.52,1633.91,1591.01,1622.66,277.93,35.94
2022-08-05,1624.05,1627.53,1595.66,1619.1,277.42,35.89
2022-08-08,1611.49,1635.9,1601.93,1635.17,246.9,36.23
2022-08-09,1634.95,1641.77,1627.24,1634.78,249.33,36.19
2022-08-10,1626.13,1638.52,1621.74,1636.68,274.7,36.28
2022-08-11,1641.72,1647.49,1625.27,1644.1,267.1,36.45
2022-08-12,1650.82,1664.12,1629.31,1630.2,277.41,36.06
2022-08-15,1624.03,1642.05,1618.6,1638.4,261.53,36.19
2022-08-16,1638.88,1659.77,1631.34,1655.67,271.75,36.52
2022-08-17,1657.68,1668.2,1650.6,1666.12,270.02,36.73
2022-08-18,1661.45,1679.31,1656.49,1678.84,274.99,37.05
2022-08-19,1679.29,1681.01,1628.93,1628.93,298.73,36.02
2022-08-22,1623.21,1633.55,1611.25,1633.1,245.35,36.11
2022-08-23,1627.34,1653.39,1624.51,1645.25,270.23,36.35
2022-08-24,1646.57,1650.46,1566.38,1566.79,297.45,34.67
2022-08-25,1570.82,1576.26,1523.83,1538.51,214.54,34.11
2022-08-26,1541.12,1553.5,1519.65,1521.9,185.85,33.75
2022-08-29,1498.63,1525.34,1494.42,1520.82,165.07,33.73
2022-08-30,1525.17,1531.92,1508.8,1515.64,156.88,33.6
2022-08-31,1508.14,1516.05,1467.12,1475.25,180.81,32.82
2022-09-01,1471.75,1483.28,1448.67,1451.78,131.48,34.04
2022-09-02,1452.02,1468.78,1441.85,1454.95,136.86,34.02
2022-09-05,1453.14,1463.49,1441.02,1449.16,127.59,33.95
2022-09-06,1451.65,1474.0,1441.99,1473.25,155.3,34.44
2022-09-07,1464.9,1502.52,1463.92,1493.25,165.33,34.84
2022-09-08,1493.06,1495.6,1464.79,1465.81,132.03,34.23
2022-09-09,1468.68,1473.57,1456.01,1472.53,104.74,34.47
2022-09-13,1481.48,1491.83,1472.7,1478.43,104.17,34.62
2022-09-14,1451.85,1464.09,1443.33,1452.49,110.91,34.01
2022-09-15,1459.41,1460.19,1385.69,1399.61,149.81,32.83
2022-09-16,1398.44,1408.73,1378.99,1379.03,101.44,32.38
2022-09-19,1379.01,1397.93,1368.37,1375.57,97.8,32.39
2022-09-20,1382.93,1405.67,1379.99,1397.55,119.58,32.79
2022-09-21,1393.13,1396.91,1374.36,1389.06,119.83,32.52
2022-09-22,1378.47,1403.61,1372.81,1385.58,111.65,32.47
2022-09-23,1387.75,1392.83,1346.42,1358.25,117.14,31.9
2022-09-26,1349.88,1378.16,1347.09,1354.25,111.87,31.85
2022-09-27,1357.76,1376.32,1351.23,1376.32,109.43,32.34
2022-09-28,1373.25,1373.25,1330.7,1330.92,102.51,31.28
2022-09-29,1345.46,1358.85,1335.39,1342.81,99.93,31.73
2022-09-30,1344.29,1345.46,1315.66,1316.04,92.03,31.17
2022-10-10,1316.58,1319.05,1274.74,1276.51,106.98,30.33
2022-10-11,1281.24,1301.41,1274.76,1293.5,92.08,30.73
2022-10-12,1296.4,1349.63,1283.95,1348.85,145.56,31.99
2022-10-13,1340.85,1365.31,1337.02,1352.51,136.16,32.04
2022-10-14,1366.17,1392.19,1358.48,1387.74,155.61,32.85
2022-10-17,1380.17,1421.28,1380.17,1419.78,181.3,33.62
2022-10-18,1428.13,1429.8,1409.5,1415.9,167.36,33.54
2022-10-19,1416.88,1432.12,1408.08,1409.65,166.6,33.28
2022-10-20,1400.41,1415.98,1374.98,1396.2,161.67,32.96
2022-10-21,1394.61,1407.02,1384.63,1401.17,138.5,33.1
2022-10-24,1404.78,1430.84,1391.59,1401.54,178.25,33.08
2022-10-25,1389.57,1418.83,1372.06,1407.46,215.88,33.2
2022-10-26,1403.46,1438.17,1397.45,1432.11,240.37,33.76
2022-10-27,1431.51,1450.15,1415.71,1416.67,214.51,33.41
2022-10-28,1404.85,1410.93,1357.13,1362.59,182.64,32.3
2022-10-31,1338.48,1388.15,1338.48,1375.88,187.45,32.57
2022-11-01,1375.88,1410.84,1372.82,1410.62,191.69,33.89
2022-11-02,1410.01,1445.33,1409.07,1437.4,205.16,34.68
2022-11-03,1428.79,1442.15,1425.55,1436.95,161.25,34.62
2022-11-04,1437.29,1468.35,1437.12,1463.15,205.86,35.22
2022-11-07,1457.39,1467.63,1440.22,1448.68,171.21,34.84
2022-11-08,1450.22,1450.22,1431.94,1443.35,135.62,34.71
2022-11-09,1440.38,1444.08,1424.49,1431.45,135.56,34.36
2022-11-10,1419.45,1425.21,1396.43,1404.54,147.0,33.74
2022-11-11,1441.81,1444.66,1423.03,1427.5,175.92,34.41
2022-11-14,1430.99,1437.5,1401.42,1406.85,151.12,33.92
2022-11-15,1406.63,1451.38,1402.7,1451.12,185.12,34.94
2022-11-16,1452.97,1456.5,1434.0,1435.96,153.11,34.55
2022-11-17,1433.87,1433.87,1409.45,1432.53,140.92,34.47
2022-11-18,1432.85,1455.62,1428.85,1433.16,189.77,34.71
2022-11-21,1425.94,1446.41,1421.72,1445.74,165.85,35.07
2022-11-22,1442.77,1443.72,1410.01,1414.73,149.86,34.38
2022-11-23,1410.46,1417.81,1385.72,1411.43,132.02,34.33
2022-11-24,1413.72,1421.19,1396.03,1401.3,123.07,34.04
2022-11-25,1398.13,1398.46,1378.01,1378.53,102.3,33.54
2022-11-28,1359.47,1371.16,1353.02,1370.43,101.38,33.36
2022-11-29,1372.7,1392.89,1369.21,1389.6,118.96,33.79
2022-11-30,1389.12,1392.32,1376.77,1386.1,111.88,33.66
2022-12-01,1398.63,1412.61,1396.22,1398.33,145.56,33.86
2022-12-02,1394.35,1418.13,1389.23,1404.01,121.05,34.01
2022-12-05,1411.21,1414.61,1402.52,1412.77,134.32,34.29
2022-12-06,1408.08,1427.09,1404.28,1418.62,150.0,34.42
2022-12-07,1415.86,1426.4,1408.49,1412.29,128.94,34.26
2022-12-08,1407.69,1414.53,1397.69,1405.5,117.74,34.11
2022-12-09,1403.81,1404.7,1386.99,1399.19,148.43,33.93
2022-12-12,1393.08,1409.94,1385.49,1402.9,150.99,34.64
2022-12-13,1400.8,1401.38,1371.46,1372.14,123.42,33.96
2022-12-14,1370.32,1386.72,1370.32,1374.8,138.9,33.94
2022-12-15,1374.39,1395.8,1372.44,1394.68,142.46,34.4
2022-12-16,1385.61,1387.61,1365.76,1374.35,129.86,33.98
2022-12-19,1370.9,1379.99,1349.67,1356.02,113.47,33.53
2022-12-20,1352.5,1359.76,1342.27,1348.03,125.08,33.18
2022-12-21,1346.0,1348.87,1324.53,1330.69,116.42,32.79
2022-12-22,1336.13,1337.6,1313.87,1317.64,121.9,32.55
2022-12-23,1310.94,1321.55,1298.76,1306.69,101.54,32.3
2022-12-26,1307.89,1343.39,1307.54,1340.85,111.91,33.16
2022-12-27,1346.36,1352.12,1337.17,1350.55,96.7,33.39
2022-12-28,1346.5,1346.5,1326.82,1329.88,91.06,32.97
2022-12-29,1326.63,1341.84,1325.32,1329.27,81.87,33.01
2022-12-30,1332.86,1335.8,1318.58,1319.13,77.21,32.72
2023-01-03,1319.02,1359.49,1313.74,1357.03,132.4,33.55
2023-01-04,1357.25,1358.99,1334.46,1345.87,141.98,33.09
2023-01-05,1347.58,1363.18,1346.89,1360.67,175.25,33.47
2023-01-06,1355.8,1371.1,1354.94,1359.55,166.35,33.44
2023-01-09,1365.75,1385.07,1365.75,1377.62,168.29,33.92
2023-01-10,1377.41,1380.13,1365.42,1376.96,128.72,33.92
2023-01-11,1377.71,1377.71,1353.67,1355.46,133.53,33.33
2023-01-12,1358.71,1377.26,1358.71,1370.91,155.04,33.71
2023-01-13,1372.72,1381.25,1364.07,1381.25,150.79,34.07
2023-01-16,1377.87,1413.02,1377.41,1401.24,180.23,34.52
2023-01-17,1404.24,1416.1,1403.07,1410.52,136.74,34.8
2023-01-18,1415.24,1417.48,1406.24,1413.46,132.59,34.79
2023-01-19,1416.24,1442.12,1410.38,1442.12,164.46,35.47
2023-01-20,1459.98,1467.35,1449.19,1455.49,191.27,35.86
2023-01-30,1488.83,1500.37,1488.17,1488.58,264.83,36.42
2023-01-31,1487.12,1499.56,1483.85,1494.06,254.03,36.46
2023-02-01,1499.29,1530.08,1498.64,1528.47,282.78,37.17
2023-02-02,1529.46,1550.18,1528.96,1528.96,290.42,37.2
2023-02-03,1526.23,1536.91,1508.43,1534.85,221.18,37.34
2023-02-06,1533.85,1547.96,1526.04,1540.92,226.86,37.34
2023-02-07,1535.88,1575.57,1532.62,1568.38,300.79,38.05
2023-02-08,1570.86,1572.33,1551.51,1553.51,238.38,37.74
2023-02-09,1546.77,1577.98,1543.47,1577.45,228.17,38.31
2023-02-10,1576.01,1592.01,1564.7,1572.47,237.39,38.11
2023-02-13,1572.13,1582.35,1568.24,1580.44,217.13,38.33
2023-02-14,1581.23,1581.23,1564.71,1575.32,215.1,38.31
2023-02-15,1576.59,1591.35,1572.57,1590.26,257.58,38.47
2023-02-16,1585.36,1586.79,1537.73,1548.16,271.04,37.58
2023-02-17,1545.66,1550.1,1520.49,1520.69,193.48,36.95
2023-02-20,1523.6,1556.64,1516.6,1556.61,206.73,37.81
2023-02-21,1556.18,1570.53,1550.69,1562.7,182.7,37.93
2023-02-22,1553.38,1562.18,1548.44,1558.64,166.78,37.85
2023-02-23,1559.7,1564.69,1543.93,1551.15,174.43,37.74
2023-02-24,1555.55,1558.51,1540.16,1549.92,153.4,37.7
2023-02-27,1541.68,1551.26,1531.89,1535.9,166.4,37.41
2023-02-28,1543.13,1555.26,1533.13,1551.73,165.76,37.76
2023-03-01,1553.32,1578.3,1549.62,1575.51,208.79,38.33
2023-03-02,1577.66,1600.16,1577.49,1579.84,256.95,38.51
2023-03-03,1576.6,1586.25,1559.35,1568.73,182.62,38.24
2023-03-06,1567.33,1568.36,1549.97,1562.14,184.1,38.0
2023-03-07,1560.97,1562.27,1521.36,1522.91,164.93,37.11
2023-03-08,1518.52,1528.46,1515.92,1528.17,125.75,37.17
2023-03-09,1529.24,1531.44,1518.08,1523.61,128.09,37.08
2023-03-10,1513.91,1520.09,1505.78,1506.82,143.67,36.71
2023-03-13,1507.26,1528.86,1506.97,1528.76,175.57,37.26
2023-03-14,1525.36,1525.36,1487.3,1508.19,170.56,36.81
2023-03-15,1520.42,1532.96,1513.73,1514.58,165.05,36.94
2023-03-16,1505.23,1507.69,1486.7,1489.83,161.23,36.3
2023-03-17,1504.13,1529.76,1504.13,1515.73,231.15,36.83
2023-03-20,1516.88,1522.37,1504.04,1509.42,210.77,36.6
2023-03-21,1511.31,1528.52,1506.34,1528.43,161.15,37.03
2023-03-22,1530.88,1535.8,1525.61,1535.27,181.37,37.1
2023-03-23,1530.32,1564.31,1527.73,1564.06,254.44,37.67
2023-03-24,1564.86,1597.61,1558.88,1597.22,290.35,38.41
2023-03-27,1592.36,1628.44,1591.65,1617.18,326.72,38.77
2023-03-28,1616.32,1618.14,1589.4,1591.2,269.42,38.23
2023-03-29,1591.45,1602.73,1582.95,1590.22,237.01,38.16
2023-03-30,1587.41,1596.05,1572.85,1590.53,206.92,38.3
2023-03-31,1590.94,1618.42,1581.55,1615.43,228.37,38.69
2023-04-03,1626.91,1648.91,1619.89,1647.41,303.63,39.31
2023-04-04,1644.34,1644.57,1606.52,1618.74,275.6,38.73
2023-04-06,1606.82,1619.35,1597.32,1617.53,245.9,38.77
2023-04-07,1621.43,1646.65,1618.94,1641.69,242.26,39.3
2023-04-10,1647.62,1652.32,1609.4,1613.31,291.64,38.8
2023-04-11,1616.34,1618.7,1594.28,1604.14,258.77,38.6
2023-04-12,1600.26,1620.34,1591.64,1618.73,260.02,38.92
2023-04-13,1613.18,1614.44,1579.85,1580.88,235.65,38.08
2023-04-14,1585.2,1591.27,1569.66,1587.41,199.35,38.23
2023-04-17,1589.83,1598.22,1574.7,1582.11,203.54,38.13
2023-04-18,1583.51,1586.15,1568.98,1575.31,210.6,37.84
2023-04-19,1569.74,1578.91,1554.98,1558.0,216.83,37.46
2023-04-20,1554.57,1573.84,1545.66,1573.57,236.47,37.7
2023-04-21,1576.4,1586.93,1508.94,1509.04,270.51,36.29
2023-04-24,1506.1,1513.57,1483.69,1491.1,204.71,35.81
2023-04-25,1489.85,1494.95,1452.03,1469.25,221.75,35.33
2023-04-26,1474.3,1488.95,1459.17,1463.72,237.65,35.17
2023-04-27,1457.13,1470.61,1454.87,1463.46,189.78,35.24
2023-04-28,1466.97,1505.16,1466.97,1504.33,204.35,36.11
2023-05-04,1506.3,1519.16,1501.0,1515.98,229.74,36.75
2023-05-05,1513.62,1515.11,1481.55,1485.18,217.07,36.0
2023-05-08,1498.54,1518.09,1493.67,1513.62,235.75,36.61
2023-05-09,1513.23,1515.69,1491.18,1493.24,222.81,36.17
2023-05-10,1492.79,1525.07,1491.93,1516.66,212.19,36.72
2023-05-11,1516.27,1520.78,1495.64,1503.19,199.49,36.42
2023-05-12,1500.97,1508.28,1486.51,1487.04,165.58,35.9
