date,open,high,low,close,amount_yi,pe
2015-01-01,4243.09,4330.56,4218.6,4310.69,8198.35,18.21
2015-01-05,4243.09,4330.56,4218.6,4310.69,8198.35,18.21
2015-01-06,4280.13,4348.27,4255.39,4338.93,8090.28,18.31
2015-01-07,4322.46,4355.4,4299.12,4341.89,6550.87,18.38
2015-01-08,4344.2,4351.56,4263.7,4277.76,6112.11,18.05
2015-01-09,4264.04,4375.97,4253.51,4257.06,6745.9,18.0
2015-01-12,4238.44,4254.43,4167.46,4209.38,5471.38,17.76
2015-01-13,4204.24,4252.94,4202.85,4236.69,4514.07,17.86
2015-01-14,4242.15,4260.34,4191.83,4220.66,4353.13,17.85
2015-01-15,4219.93,4304.69,4211.03,4304.69,4923.41,18.34
2015-01-16,4315.2,4365.77,4308.69,4349.65,5912.33,18.57
2015-01-19,4158.21,4244.65,4064.53,4102.1,6625.37,17.37
2015-01-20,4096.62,4197.63,4096.62,4196.97,6665.93,17.77
2015-01-21,4218.97,4347.11,4215.3,4342.22,7659.09,18.49
2015-01-22,4345.71,4390.16,4327.68,4385.06,6763.0,18.62
2015-01-23,4397.3,4421.36,4347.06,4368.62,6760.55,18.59
2015-01-26,4376.61,4436.85,4370.45,4435.87,6139.45,18.9
2015-01-27,4443.05,4451.14,4350.41,4425.6,6986.68,18.79
2015-01-28,4402.65,4437.59,4370.17,4383.22,5805.73,18.56
2015-01-29,4335.37,4368.13,4315.31,4342.75,5042.35,18.35
2015-01-30,4354.43,4372.58,4287.78,4287.84,4856.1,18.09
2015-02-02,4218.59,4274.21,4203.9,4227.98,4417.01,17.75
2015-02-03,4255.15,4318.58,4244.74,4317.46,4920.7,18.17
2015-02-04,4326.77,4354.01,4288.92,4290.96,5088.74,18.04
2015-02-05,4362.56,4363.66,4261.62,4261.62,6047.37,17.88
2015-02-06,4246.73,4259.06,4160.42,4184.68,4677.2,17.54
2015-02-09,4175.8,4220.65,4168.54,4192.66,4102.27,17.6
2015-02-10,4190.52,4258.28,4186.52,4257.97,3745.51,17.88
2015-02-11,4266.48,4307.68,4265.13,4300.68,3894.38,18.03
2015-02-12,4303.29,4331.15,4285.81,4323.56,4148.49,18.15
2015-02-13,4343.35,4405.3,4343.35,4376.23,5339.27,18.35
2015-02-16,4384.13,4437.58,4383.46,4436.61,5170.8,18.56
2015-02-17,4451.68,4476.74,4451.08,4468.3,4891.84,18.7
2015-02-25,4478.62,4478.62,4421.31,4436.94,4955.18,18.61
