date,fin_balance,loan_balance,fin_buy,guarantee
2021-09-24,17319.49,1632.47,975.72,284.5
2021-09-27,17193.79,1611.89,1035.04,280.1
2021-09-28,17161.08,1611.92,744.54,280.7
2021-09-29,17054.15,1571.67,773.84,275.1
2021-09-30,16853.08,1561.2,658.33,279.2
2021-10-08,16961.13,1580.4,844.85,280.3
2021-10-11,16995.55,1586.19,743.49,279.9
2021-10-12,16955.97,1571.36,706.17,276.0
2021-10-13,16927.16,1594.57,671.61,277.7
2021-10-14,16944.0,1602.39,659.77,278.3
2021-10-15,16892.64,1617.62,702.93,278.4
2021-10-18,16965.76,1619.0,766.47,279.6
2021-10-19,16997.86,1635.59,738.37,281.2
2021-10-20,17046.7,1635.88,801.22,280.9
2021-10-21,17047.32,1628.36,756.02,280.5
2021-10-22,16986.72,1622.28,735.61,279.5
2021-10-25,17054.95,1632.09,800.3,281.9
2021-10-26,17084.11,1620.39,832.78,281.5
2021-10-27,17096.01,1588.67,816.49,279.1
2021-10-28,17005.17,1513.78,788.74,275.8
2021-10-29,16967.97,1498.29,829.52,279.1
2021-11-01,17012.38,1501.81,897.58,279.6
2021-11-02,16957.31,1481.84,915.29,277.1
2021-11-03,16927.81,1467.02,693.06,277.5
2021-11-04,16972.13,1456.49,821.5,280.0
2021-11-05,16872.95,1433.85,818.91,277.9
2021-11-08,16927.17,1418.56,750.61,279.5
2021-11-09,16959.21,1410.43,761.58,281.5
2021-11-10,16979.69,1406.47,821.01,281.3
2021-11-11,16991.2,1421.21,851.1,283.4
2021-11-12,16980.06,1410.32,829.0,284.6
2021-11-15,17000.26,1388.04,836.97,283.9
2021-11-16,16966.36,1373.77,774.63,282.3
2021-11-17,17006.28,1369.29,750.94,284.6
2021-11-18,17019.78,1352.76,811.96,283.7
2021-11-19,17003.22,1357.58,820.17,285.9
2021-11-22,17112.26,1360.54,1003.14,288.13
2021-11-23,17148.37,1348.71,934.71,288.4
2021-11-24,17186.54,1334.5,926.64,288.4
2021-11-25,17212.64,1324.69,834.88,287.6
2021-11-26,17177.7,1314.98,807.52,287.3
2021-11-29,17204.95,1306.66,861.54,287.7
2021-11-30,17239.23,1287.39,886.16,288.3
2021-12-01,17269.28,1261.13,815.56,288.9
2021-12-02,17249.89,1210.06,809.64,288.0
2021-12-03,17231.09,1210.57,824.32,289.8
2021-12-06,17225.54,1191.42,899.87,287.5
2021-12-07,17195.91,1177.59,853.55,286.0
2021-12-08,17222.21,1193.69,826.62,289.6
2021-12-09,17225.26,1197.95,966.49,291.0
2021-12-10,17239.65,1183.71,851.59,291.0
2021-12-13,17288.02,1184.42,981.0,292.2
2021-12-14,17309.47,1174.36,826.18,291.0
2021-12-15,17327.71,1165.92,833.98,290.3
2021-12-16,17328.27,1171.37,826.78,292.1
2021-12-17,17260.67,1158.79,806.14,289.1
2021-12-20,17238.38,1141.36,802.62,285.0
2021-12-21,17220.1,1151.9,686.28,287.4
2021-12-22,17232.45,1163.57,742.83,288.1
2021-12-23,17239.08,1176.53,783.14,288.7
2021-12-24,17149.63,1170.17,841.39,285.7
2021-12-27,17184.32,1164.59,731.36,285.8
2021-12-28,17212.41,1171.36,706.88,287.3
2021-12-29,17211.38,1163.36,682.23,285.7
2021-12-30,17213.27,1194.03,732.25,287.5
2021-12-31,17120.06,1201.47,744.52,289.1
2022-01-04,17190.37,1158.51,937.31,289.5
2022-01-05,17163.11,1132.2,884.99,285.8
2022-01-06,17179.05,1131.04,773.51,286.1
2022-01-07,17026.91,1119.02,784.89,283.6
2022-01-10,17045.26,1116.73,703.78,285.0
2022-01-11,17035.92,1106.13,700.8,283.1
2022-01-12,17057.79,1113.55,728.65,286.1
2022-01-13,17052.33,1095.32,746.58,282.4
2022-01-14,17009.12,1090.53,743.6,281.9
2022-01-17,17053.19,1100.04,795.16,284.8
2022-01-18,17020.02,1102.18,797.09,284.5
2022-01-19,16987.53,1077.9,689.65,283.0
2022-01-20,16884.55,1073.01,724.87,280.8
2022-01-21,16764.84,1053.79,618.68,278.2
2022-01-24,16739.81,1031.59,551.21,278.7
2022-01-25,16648.35,994.97,596.96,271.0
2022-01-26,16575.07,996.34,461.56,273.1
2022-01-27,16483.84,952.7,493.01,267.2
2022-01-28,16202.38,929.3,439.27,267.4
2022-02-07,16237.82,941.87,533.78,271.8
2022-02-08,16224.67,951.35,567.77,274.0
2022-02-09,16251.03,973.8,625.18,277.4
2022-02-10,16241.49,971.98,598.02,277.4
2022-02-11,16179.4,961.06,616.43,274.4
2022-02-14,16209.57,949.32,571.86,272.7
2022-02-15,16217.05,964.4,524.48,274.8
2022-02-16,16232.55,969.77,521.4,276.4
2022-02-17,16236.36,976.38,608.74,277.0
2022-02-18,16198.68,969.11,530.48,278.3
2022-02-21,16268.05,963.76,651.11,279.7
2022-02-22,16296.65,956.15,697.22,277.6
2022-02-23,16362.07,977.06,772.64,281.0
2022-02-24,16314.68,956.43,959.16,276.0
2022-02-25,16295.24,957.11,704.84,277.9
2022-02-28,16310.99,960.5,647.26,279.1
2022-03-01,16326.41,971.26,685.09,280.1
2022-03-02,16346.13,970.68,623.1,279.7
2022-03-03,16334.42,968.21,703.09,278.8
2022-03-04,16281.06,948.44,657.91,275.9
2022-03-07,16313.45,925.83,697.77,270.9
2022-03-08,16294.0,907.81,758.38,264.5
2022-03-09,16215.76,908.53,745.96,263.0
2022-03-10,16194.76,928.31,695.66,267.3
2022-03-11,16133.6,939.92,690.08,269.3
2022-03-14,16147.56,913.42,639.26,262.7
2022-03-15,16023.52,881.4,710.38,252.7
2022-03-16,15980.15,904.12,797.14,261.9
2022-03-17,15938.08,924.16,860.4,266.0
2022-03-18,15867.23,925.99,648.69,268.35
2022-03-21,15914.51,936.2,705.69,269.7
2022-03-22,15916.87,932.0,625.93,269.5
2022-03-23,15917.21,937.48,637.65,270.4
2022-03-24,15912.59,936.52,614.99,268.5
2022-03-25,15871.85,920.77,599.9,265.8
2022-03-28,15859.28,918.78,541.93,265.3
2022-03-29,15838.12,915.18,544.38,264.3
2022-03-30,15864.05,932.29,679.08,269.0
2022-03-31,15806.68,921.53,659.33,267.2
2022-04-01,15700.05,905.43,593.18,268.5
2022-04-06,15762.97,906.58,676.94,268.8
2022-04-07,15723.93,896.39,589.2,264.6
2022-04-08,15665.3,899.7,596.41,264.7
2022-04-11,15588.68,870.73,602.68,258.0
2022-04-12,15565.57,883.49,582.01,262.1
2022-04-13,15514.34,875.71,537.93,258.8
2022-04-14,15502.05,889.71,608.97,261.7
2022-04-15,15413.95,889.55,598.08,259.7
2022-04-18,15410.08,885.68,522.79,260.1
2022-04-19,15400.6,878.61,488.23,261.0
2022-04-20,15396.91,860.42,516.78,256.8
2022-04-21,15296.16,843.37,487.64,250.1
2022-04-22,15169.84,837.82,390.22,249.3
2022-04-25,14934.31,776.83,516.09,237.6
2022-04-26,14654.7,759.83,447.66,235.1
2022-04-27,14540.19,786.37,532.48,244.3
2022-04-28,14444.54,778.98,484.59,244.1
2022-04-29,14337.64,782.8,603.53,252.4
2022-05-05,14397.6,786.45,618.26,254.3
2022-05-06,14387.84,781.63,512.87,250.1
2022-05-09,14408.76,784.56,429.89,251.8
2022-05-10,14423.48,797.82,524.03,254.7
2022-05-11,14465.92,811.9,761.31,256.8
2022-05-12,14458.92,811.48,511.11,257.3
2022-05-13,14437.21,823.55,494.0,258.9
2022-05-16,14453.87,815.33,514.82,258.7
2022-05-17,14449.86,817.77,531.74,260.1
2022-05-18,14464.17,811.12,520.82,260.0
2022-05-19,14467.28,793.64,539.2,262.0
2022-05-20,14437.01,797.87,653.12,264.9
2022-05-23,14494.7,796.65,641.53,266.2
2022-05-24,14472.29,772.99,667.7,258.2
2022-05-25,14487.86,779.25,495.71,261.8
2022-05-26,14486.93,788.36,562.29,263.2
2022-05-27,14437.8,781.11,529.52,263.2
2022-05-30,14449.9,781.98,536.09,264.8
2022-05-31,14445.49,780.76,637.0,268.2
2022-06-01,14442.65,749.38,606.57,268.8
2022-06-02,14406.99,736.74,615.85,270.8
2022-06-06,14498.86,745.97,871.44,275.3
2022-06-07,14533.48,746.86,754.26,275.5
2022-06-08,14561.36,759.8,839.7,276.3
2022-06-09,14580.81,746.94,725.51,273.2
2022-06-10,14569.9,762.98,743.22,277.4
2022-06-13,14665.19,756.95,843.22,277.0
2022-06-14,14704.76,774.48,849.11,278.2
2022-06-15,14754.11,780.62,1098.9,279.0
2022-06-16,14790.17,810.23,852.9,278.1
2022-06-17,14769.24,832.79,827.4,280.4
2022-06-20,14831.3,854.36,890.86,281.2
2022-06-21,14809.11,869.19,780.75,279.1
2022-06-22,14850.36,879.74,736.53,275.9
2022-06-23,14880.06,915.52,822.24,280.4
2022-06-24,14868.3,927.94,871.49,282.2
2022-06-27,14960.93,930.78,1011.27,284.4
2022-06-28,15046.65,930.46,1012.83,287.5
2022-06-29,15052.23,908.64,1010.98,281.9
2022-06-30,15097.45,935.71,962.58,284.3
2022-07-01,15071.91,932.61,839.28,284.2
2022-07-04,15153.6,953.05,897.88,285.7
2022-07-05,15187.24,959.37,932.13,284.8
2022-07-06,15231.67,952.71,832.18,281.1
2022-07-07,15276.82,972.74,809.85,282.8
2022-07-08,15234.17,972.15,748.32,281.6
2022-07-11,15244.87,955.95,724.83,278.3
2022-07-12,15222.88,941.16,665.42,275.4
2022-07-13,15246.24,953.88,664.24,276.9
2022-07-14,15264.13,967.71,732.02,278.1
2022-07-15,15212.03,959.94,744.68,274.3
2022-07-18,15263.4,977.47,714.09,278.5
2022-07-19,15292.7,981.62,672.66,279.1
2022-07-20,15310.79,989.67,672.56,280.7
2022-07-21,15306.48,986.44,726.74,279.1
2022-07-22,15275.33,992.09,632.87,278.1
2022-07-25,15270.16,987.27,542.68,275.6
2022-07-26,15270.24,993.45,553.06,278.3
2022-07-27,15309.57,997.69,586.2,278.9
2022-07-28,15312.44,1007.68,686.86,280.0
2022-07-29,15277.13,997.48,655.19,277.8
2022-08-01,15305.19,1011.54,656.74,279.0
2022-08-02,15184.65,994.35,726.75,272.7
2022-08-03,15153.93,994.99,726.67,271.1
2022-08-04,15177.43,1010.55,566.67,273.3
2022-08-05,15145.83,1052.45,685.91,276.8
2022-08-08,15186.23,1059.44,647.14,278.5
2022-08-09,15231.89,1066.51,653.26,279.1
2022-08-10,15263.49,1061.09,663.29,278.4
2022-08-11,15278.3,1080.06,782.44,282.4
2022-08-12,15223.19,1074.4,666.09,281.5
2022-08-15,15277.77,1071.17,689.05,282.2
2022-08-16,15304.82,1081.08,692.6,282.7
2022-08-17,15330.84,1091.87,752.11,283.4
2022-08-18,15362.7,1096.54,729.15,282.8
2022-08-19,15307.59,1077.64,740.61,279.8
2022-08-22,15319.82,1091.4,680.34,281.3
2022-08-23,15348.92,1102.66,684.03,281.4
2022-08-24,15293.52,1072.24,731.07,274.7
2022-08-25,15262.79,1075.44,626.38,275.4
2022-08-26,15207.06,1073.36,567.81,274.2
2022-08-29,15220.5,1072.91,502.7,275.1
2022-08-30,15210.74,1062.65,494.19,274.2
2022-08-31,15107.46,1047.44,569.58,270.2
2022-09-01,15068.22,1042.89,435.26,268.6
2022-09-02,15035.38,1039.38,422.54,269.8
2022-09-05,15044.67,1051.56,453.28,270.3
2022-09-06,15046.16,1067.96,552.24,274.2
2022-09-07,15066.98,1079.12,549.62,274.4
2022-09-08,15052.7,1072.07,476.46,272.7
2022-09-09,14971.82,1066.59,468.06,274.3
2022-09-13,14993.96,1072.43,485.51,274.7
2022-09-14,14990.47,1065.88,452.23,272.2
2022-09-15,14934.72,1049.99,561.46,267.8
2022-09-16,14879.04,1031.24,460.35,261.9
2022-09-19,14850.32,1029.15,361.76,260.2
2022-09-20,14858.14,1045.29,391.25,262.0
2022-09-21,14864.32,1038.78,369.91,262.0
2022-09-22,14845.28,1035.81,378.47,261.3
2022-09-23,14771.2,1021.36,373.64,258.5
2022-09-26,14726.59,1003.15,364.9,255.9
2022-09-27,14712.46,1016.49,378.7,260.5
2022-09-28,14640.46,991.27,339.18,255.0
2022-09-29,14599.18,978.0,339.32,254.8
2022-09-30,14436.11,946.82,263.68,252.8
2022-10-10,14442.99,924.22,358.85,249.2
2022-10-11,14434.8,936.32,304.92,251.0
2022-10-12,14448.49,974.93,445.61,256.5
2022-10-13,14458.01,982.62,438.01,256.9
2022-10-14,14439.85,1014.99,565.67,262.2
2022-10-17,14463.71,1023.75,522.51,264.1
2022-10-18,14484.86,1043.68,507.46,264.3
2022-10-19,14503.67,1034.54,471.13,261.9
2022-10-20,14509.55,1048.35,500.64,260.5
2022-10-21,14467.54,1048.99,420.48,260.1
2022-10-24,14496.9,1036.26,613.55,256.7
2022-10-25,14495.68,1035.74,496.04,256.5
2022-10-26,14535.5,1049.67,628.55,260.0
2022-10-27,14526.0,1053.4,608.01,259.7
2022-10-28,14412.2,1031.55,541.53,252.9
2022-10-31,14428.48,1038.66,565.4,254.0
2022-11-01,14464.74,1065.26,667.52,260.1
2022-11-02,14477.31,1074.71,757.81,263.0
2022-11-03,14521.82,1069.76,632.9,262.7
2022-11-04,14531.75,1079.99,842.96,268.6
2022-11-07,14588.64,1065.44,766.37,269.9
2022-11-08,14632.53,1062.48,597.72,268.9
2022-11-09,14657.81,1054.3,561.73,267.8
2022-11-10,14663.51,1058.83,578.42,266.2
2022-11-11,14599.29,1073.89,888.72,269.2
2022-11-14,14604.74,1065.99,740.42,268.7
2022-11-15,14637.27,1098.98,808.65,273.3
2022-11-16,14655.91,1086.6,692.07,271.7
2022-11-17,14684.03,1090.75,682.84,271.8
2022-11-18,14650.68,1057.57,711.83,269.9
2022-11-21,14711.8,1044.66,609.8,269.4
2022-11-22,14711.99,1030.79,631.98,267.6
2022-11-23,14716.56,1021.5,582.79,267.2
2022-11-24,14716.51,1026.29,512.73,267.2
2022-11-25,14645.04,1015.25,481.63,266.4
2022-11-28,14642.4,995.89,515.65,265.1
2022-11-29,14661.08,1007.37,727.03,270.2
2022-11-30,14643.68,999.17,641.63,270.5
2022-12-01,14655.87,998.2,775.87,272.1
2022-12-02,14638.52,964.65,606.19,272.5
2022-12-05,14707.69,965.39,829.74,275.2
2022-12-06,14715.93,965.1,742.87,275.3
2022-12-07,14742.79,966.47,723.31,274.6
2022-12-08,14742.23,968.83,619.06,273.8
2022-12-09,14715.83,966.99,680.47,274.8
2022-12-12,14768.76,953.33,668.2,273.2
2022-12-13,14768.17,945.76,570.63,272.3
2022-12-14,14746.95,947.81,572.81,271.9
2022-12-15,14771.95,953.06,542.95,271.9
2022-12-16,14715.49,946.05,504.52,270.8
2022-12-19,14697.52,929.27,527.77,266.2
2022-12-20,14700.0,915.44,413.44,264.0
2022-12-21,14662.55,916.53,347.64,262.6
2022-12-22,14617.61,910.47,420.12,260.6
2022-12-23,14562.05,904.47,358.37,260.3
2022-12-26,14583.94,924.98,425.18,263.1
2022-12-27,14563.32,943.42,442.28,264.5
2022-12-28,14529.98,948.53,388.91,262.8
2022-12-29,14524.61,960.14,376.51,261.7
2022-12-30,14445.24,958.85,332.79,262.7
2023-01-03,14495.26,956.46,541.16,266.5
2023-01-04,14505.57,941.97,503.14,267.1
2023-01-05,14522.29,948.71,589.16,269.4
2023-01-06,14491.71,950.62,568.95,269.8
2023-01-09,14514.76,956.45,568.89,271.3
2023-01-10,14512.28,959.49,523.48,271.6
2023-01-11,14497.17,951.02,508.15,270.4
2023-01-12,14476.36,952.17,460.35,270.7
2023-01-13,14430.85,959.74,476.64,272.4
2023-01-16,14433.57,960.75,689.35,275.6
2023-01-17,14419.56,952.16,491.94,275.6
2023-01-18,14386.99,939.49,439.82,275.9
2023-01-19,14363.75,942.03,512.24,277.6
2023-01-20,14187.91,925.9,552.02,279.3
2023-01-30,14392.09,918.94,913.31,280.9
2023-01-31,14450.81,907.02,685.96,281.0
2023-02-01,14531.36,925.58,808.46,283.7
2023-02-02,14577.22,937.02,803.64,283.5
2023-02-03,14581.28,937.32,697.28,282.4
2023-02-06,14641.66,935.74,670.11,280.9
2023-02-07,14694.89,947.76,645.12,281.7
2023-02-08,14709.65,946.76,596.34,280.2
2023-02-09,14728.29,976.36,697.41,283.4
2023-02-10,14707.29,962.06,679.62,282.5
2023-02-13,14769.28,963.21,752.2,284.3
2023-02-14,14806.41,966.24,697.74,284.2
2023-02-15,14838.42,974.36,758.44,284.0
2023-02-16,14811.24,967.45,954.13,280.1
2023-02-17,14767.93,953.08,647.61,277.7
2023-02-20,14821.9,977.14,743.57,281.4
2023-02-21,14845.44,976.22,723.34,282.3
2023-02-22,14877.44,973.71,598.52,281.5
2023-02-23,14882.82,970.12,610.35,281.1
2023-02-24,14866.22,952.14,550.96,279.9
2023-02-27,14874.4,937.84,541.94,278.1
2023-02-28,14881.0,935.06,553.91,280.3
2023-03-01,14911.55,948.85,746.69,282.5
2023-03-02,14913.3,949.74,736.5,281.7
2023-03-03,14883.59,957.23,685.8,281.8
2023-03-06,14940.37,962.25,755.05,281.3
2023-03-07,14919.76,944.33,716.79,277.1
2023-03-08,14936.32,939.02,541.57,277.9
2023-03-09,14958.07,948.68,572.65,277.2
2023-03-10,14904.56,928.38,591.15,274.4
2023-03-13,14922.68,932.49,640.38,276.1
2023-03-14,14943.27,927.02,733.67,274.1
2023-03-15,14945.71,928.38,635.21,275.3
2023-03-16,14942.23,914.47,638.78,271.7
2023-03-17,14930.05,921.94,772.52,274.2
2023-03-20,14957.23,918.4,814.72,273.4
2023-03-21,14976.24,927.4,670.99,275.8
2023-03-22,15012.73,938.31,765.99,277.3
2023-03-23,15050.87,956.1,861.0,278.6
2023-03-24,15073.04,951.8,899.54,279.0
2023-03-27,15154.35,952.32,965.74,279.0
2023-03-28,15170.02,945.44,797.14,277.2
2023-03-29,15157.91,948.77,793.95,276.6
2023-03-30,15167.0,935.85,777.78,277.1
2023-03-31,15129.93,937.15,755.85,279.3
2023-04-03,15229.45,956.99,1110.68,282.4
2023-04-04,15244.3,951.14,1134.01,281.5
2023-04-06,15325.47,957.53,1114.47,281.3
2023-04-07,15304.2,970.28,944.41,283.0
2023-04-10,15321.12,953.6,1062.41,280.5
2023-04-11,15333.78,951.74,856.37,281.5
2023-04-12,15394.68,967.16,982.27,282.6
2023-04-13,15394.04,959.57,929.8,280.4
2023-04-14,15382.95,975.98,921.85,281.5
2023-04-17,15420.14,982.13,903.07,282.6
2023-04-18,15430.46,986.65,872.59,282.2
2023-04-19,15454.22,987.29,923.62,280.5
2023-04-20,15486.64,1001.14,961.02,280.3
2023-04-21,15416.96,965.75,962.5,273.7
2023-04-24,15445.7,946.44,812.91,272.6
2023-04-25,15369.77,928.83,811.59,270.5
2023-04-26,15321.27,926.39,833.29,270.9
2023-04-27,15241.55,929.11,739.3,271.3
2023-04-28,15139.16,932.92,831.69,275.5
2023-05-04,15245.41,930.06,912.59,276.3
2023-05-05,15207.22,919.74,794.41,274.3
2023-05-08,15264.03,933.52,881.9,276.9
2023-05-09,15278.61,927.85,986.75,274.6
2023-05-10,15283.18,929.16,755.95,274.1
2023-05-11,15274.31,929.7,645.51,274.4
2023-05-12,15214.47,923.87,578.6,271.4
2023-05-15,15235.68,937.62,685.39,274.5
2023-05-16,15221.33,942.02,604.6,272.1
2023-05-17,15231.77,936.31,558.42,273.2
2023-05-18,15266.77,941.95,672.69,274.0
2023-05-19,15223.69,940.4,615.58,273.2
2023-05-22,15215.2,936.27,555.35,273.4
2023-05-23,15192.77,919.55,518.91,270.6
2023-05-24,15201.72,915.57,583.08,269.5
2023-05-25,15192.21,914.04,603.81,269.4
2023-05-26,15164.47,928.76,614.0,270.5
2023-05-29,15178.87,932.7,655.19,269.9
2023-05-30,15173.76,947.82,679.24,271.8
2023-05-31,15189.06,945.14,651.35,271.0
2023-06-01,15196.45,944.19,728.22,271.7
2023-06-02,15147.16,936.81,653.87,274.0
2023-06-05,15171.3,930.72,622.94,274.0
2023-06-06,15134.93,900.46,635.83,270.4
2023-06-07,15136.96,893.53,557.02,271.1
2023-06-08,15114.13,886.82,564.96,270.8
2023-06-09,15090.01,902.39,641.01,272.4
2023-06-12,15122.12,897.7,671.09,273.3
2023-06-13,15118.88,908.31,681.54,274.5
2023-06-14,15107.76,921.76,721.46,275.0
2023-06-15,15100.34,938.57,796.67,277.7
2023-06-16,15072.81,963.2,801.21,279.0
2023-06-19,15134.85,968.61,864.56,278.7
2023-06-20,15164.78,975.1,844.49,277.7
2023-06-21,15073.57,942.17,717.25,273.2
2023-06-26,15055.14,908.4,654.09,269.3
2023-06-27,15047.18,910.27,541.34,272.6
2023-06-28,15001.99,905.15,583.59,272.2
2023-06-29,15010.44,914.64,589.12,272.6
2023-06-30,14954.96,930.05,627.68,275.0
2023-07-03,14984.68,933.35,728.82,276.1
2023-07-04,15007.91,946.68,668.08,276.4
2023-07-05,15017.25,948.05,608.71,274.7
2023-07-06,15025.46,950.86,582.5,274.2
2023-07-07,14983.33,942.85,531.16,273.2
2023-07-10,14989.98,940.94,503.92,273.7
2023-07-11,14993.48,944.52,533.79,275.5
2023-07-12,14965.31,932.4,624.42,273.1
2023-07-13,14947.93,942.56,633.91,276.8
2023-07-14,14933.61,947.48,649.98,276.8
2023-07-17,14955.81,937.51,567.76,275.9
2023-07-18,14956.96,932.91,513.4,275.0
2023-07-19,14958.74,930.18,460.75,274.9
2023-07-20,14907.94,913.12,505.62,272.1
2023-07-21,14855.88,904.05,431.98,271.5
2023-07-24,14855.2,899.91,411.53,271.1
2023-07-25,14851.16,922.31,663.23,276.4
2023-07-26,14837.61,919.02,528.17,275.3
2023-07-27,14823.51,913.25,515.1,274.1
2023-07-28,14792.29,929.67,694.44,278.1
2023-07-31,14862.76,932.87,848.45,280.1
2023-08-01,14881.11,936.07,674.06,279.2
2023-08-02,14910.95,933.29,610.29,278.5
2023-08-03,14927.75,947.04,619.44,279.2
2023-08-04,14933.03,961.95,863.3,280.1
2023-08-07,14987.77,951.14,667.4,278.8
2023-08-08,14987.24,946.14,576.2,278.0
2023-08-09,14965.74,932.42,492.45,277.0
2023-08-10,14959.57,928.1,478.29,277.8
2023-08-11,14906.07,911.79,528.19,272.8
2023-08-14,14905.88,897.32,490.42,273.1
2023-08-15,14903.22,891.2,470.83,271.9
2023-08-16,14878.34,886.2,470.75,269.8
2023-08-17,14889.19,904.74,506.44,271.4
2023-08-18,14842.14,888.28,485.01,267.2
2023-08-21,14840.34,876.94,431.85,264.9
2023-08-22,14841.88,892.01,539.91,266.6
2023-08-23,14814.54,873.51,443.0,262.8
2023-08-24,14791.98,886.51,504.48,263.9
2023-08-25,14694.53,874.19,442.85,261.2
2023-08-28,14756.17,901.55,856.17,264.5
2023-08-29,14786.85,931.36,729.6,269.8
2023-08-30,14795.23,941.16,685.0,270.5
2023-08-31,14773.27,938.79,537.19,269.1
2023-09-01,14725.05,935.45,489.73,269.6
2023-09-04,14763.32,941.49,606.7,273.2
2023-09-05,14781.65,934.28,553.25,271.8
2023-09-06,14800.48,944.16,537.21,272.6
2023-09-07,14781.78,922.69,506.11,268.8
2023-09-08,14739.56,924.22,462.39,268.8
2023-09-11,14994.97,935.35,858.23,268.8
2023-09-12,15080.37,926.92,623.61,267.5
2023-09-13,15129.55,917.85,586.0,264.3
2023-09-14,15148.85,914.26,518.62,263.5
2023-09-15,15164.0,908.4,579.2,262.9
2023-09-18,15197.74,905.35,538.54,263.4
2023-09-19,15198.21,896.07,461.11,261.6
2023-09-20,15199.1,880.8,413.12,259.6
2023-09-21,15207.85,872.04,423.47,257.8
2023-09-22,15211.52,889.3,624.33,262.0
2023-09-25,15247.18,875.11,575.47,260.4
2023-09-26,15245.61,864.33,515.79,259.7
2023-09-27,15265.34,845.58,578.97,260.5
2023-09-28,15096.95,812.24,523.51,261.9
2023-10-09,15216.27,823.57,669.7,260.7
2023-10-10,15279.95,834.47,637.08,260.0
2023-10-11,15333.98,857.69,696.52,260.2
2023-10-12,15371.78,879.08,691.7,261.8
2023-10-13,15357.28,876.04,655.77,260.4
2023-10-16,15400.17,866.07,657.77,258.4
2023-10-17,15405.96,865.18,579.09,259.0
2023-10-18,15395.6,852.26,608.13,255.7
2023-10-19,15399.89,841.36,660.83,253.0
2023-10-20,15370.58,817.03,539.95,251.0
2023-10-23,15365.52,800.93,566.65,247.0
2023-10-24,15383.91,814.97,603.91,250.2
2023-10-25,15393.91,813.86,666.2,252.7
2023-10-26,15394.66,819.01,643.34,253.8
2023-10-27,15370.49,832.86,759.07,257.1
2023-10-30,15467.68,839.03,856.77,259.5
2023-10-31,15494.62,832.22,724.72,258.2
2023-11-01,15529.56,818.01,626.94,257.5
2023-11-02,15506.95,802.3,564.16,255.6
2023-11-03,15468.54,799.44,621.08,258.4
2023-11-06,15563.22,807.42,945.77,262.9
2023-11-07,15620.14,811.24,864.62,263.3
2023-11-08,15693.0,812.92,907.79,263.2
2023-11-09,15705.66,802.2,798.46,261.9
2023-11-10,15699.87,801.13,685.85,260.6
2023-11-13,15756.98,801.24,725.77,261.9
2023-11-14,15811.21,809.07,786.89,262.9
2023-11-15,15855.48,818.27,901.98,263.9
2023-11-16,15864.18,810.95,706.41,261.7
2023-11-17,15861.24,805.93,658.42,262.3
2023-11-20,15942.73,804.02,789.53,263.2
2023-11-21,15947.13,800.17,825.9,262.1
2023-11-22,15955.14,787.87,697.44,259.5
2023-11-23,15964.27,799.59,648.93,261.0
2023-11-24,15914.1,792.13,592.5,258.7
2023-11-27,15928.07,792.86,612.09,258.1
2023-11-28,15933.11,794.08,576.11,258.9
2023-11-29,15952.96,792.68,599.74,257.4
2023-11-30,15925.04,794.58,542.41,256.8
2023-12-01,15923.76,782.38,631.46,258.1
2023-12-04,15941.26,764.67,651.77,258.2
2023-12-05,15937.51,749.26,604.7,253.9
2023-12-06,15942.1,750.01,582.17,254.9
2023-12-07,15955.87,751.09,583.74,254.7
2023-12-08,15920.07,758.98,647.95,254.6
2023-12-11,15954.24,763.03,699.64,257.0
2023-12-12,15979.33,763.66,614.89,257.3
2023-12-13,15999.0,757.22,586.72,254.6
2023-12-14,15977.17,756.42,541.12,253.6
2023-12-15,15962.84,748.55,541.94,252.7
2023-12-18,15942.26,732.79,475.74,250.5
2023-12-19,15953.3,727.12,465.36,251.1
2023-12-20,15910.93,713.31,452.54,247.8
2023-12-21,15925.39,717.7,543.53,249.6
2023-12-22,15846.35,709.79,550.95,248.0
2023-12-25,15846.22,710.62,419.67,248.1
2023-12-26,15823.39,705.82,423.41,245.8
2023-12-27,15833.35,711.34,436.51,247.2
2023-12-28,15864.71,724.78,720.01,251.8
2023-12-29,15792.86,715.99,601.79,254.3
2024-01-02,15850.03,703.87,592.23,252.7
2024-01-03,15859.34,703.07,527.18,252.0
2024-01-04,15881.92,699.3,468.7,250.4
2024-01-05,15797.82,692.17,492.36,247.5
2024-01-08,15802.01,679.43,453.53,243.8
2024-01-09,15768.37,688.01,445.05,244.5
2024-01-10,15741.32,684.94,424.13,243.1
2024-01-11,15749.09,693.11,515.26,246.6
2024-01-12,15698.46,689.63,452.69,245.2
2024-01-15,15708.32,681.82,403.54,244.7
2024-01-16,15682.95,689.24,453.6,244.9
2024-01-17,15677.34,671.42,448.87,239.8
2024-01-18,15609.91,690.49,594.7,241.7
2024-01-19,15536.66,687.39,426.11,239.3
2024-01-22,15385.8,664.67,498.42,231.4
2024-01-23,15345.05,677.04,478.31,234.4
2024-01-24,15322.79,689.57,565.56,238.1
2024-01-25,15363.71,705.47,734.43,244.7
2024-01-26,15313.81,700.79,623.39,243.5
2024-01-29,15278.77,687.35,591.22,238.9
2024-01-30,15199.07,674.84,440.35,234.5
2024-01-31,15005.19,658.3,475.47,229.6
2024-02-01,14890.64,655.18,426.9,229.3
2024-02-02,14599.28,637.09,501.21,225.9
2024-02-05,14204.53,613.62,495.42,222.0
