date,fin_balance,loan_balance,fin_buy,guarantee
2019-05-29,9190.9,78.8,351.2,260.2
2019-05-30,9184.5,77.6,333.5,258.6
2019-05-31,9147.9,76.7,311.9,258.3
2019-06-03,9131.6,77.1,326.0,256.0
2019-06-04,9095.2,73.6,276.2,253.8
2019-06-05,9073.3,76.5,291.3,254.0
2019-06-06,9017.9,71.8,261.2,249.5
2019-06-10,9012.8,77.0,274.8,252.3
2019-06-11,9029.7,83.0,475.7,260.9
2019-06-12,9047.5,79.6,412.7,259.6
2019-06-13,9064.1,81.1,340.8,260.5
2019-06-14,9018.6,77.9,303.3,256.8
2019-06-17,9019.0,80.1,233.7,256.0
2019-06-18,9006.0,80.6,212.5,257.0
2019-06-19,8997.7,85.0,415.5,260.4
2019-06-20,9020.1,90.6,527.4,265.4
2019-06-21,9010.9,88.3,503.6,267.9
2019-06-24,9051.0,88.5,403.9,267.9
2019-06-25,9066.8,87.3,428.6,265.7
2019-06-26,9062.3,86.7,284.4,265.0
2019-06-27,9065.4,91.2,388.3,267.5
2019-06-28,9019.4,88.4,315.1,264.9
2019-07-01,9068.9,93.8,592.0,271.2
2019-07-02,9083.4,94.7,433.7,270.9
2019-07-03,9112.0,93.3,416.2,268.5
2019-07-04,9113.3,94.0,342.8,268.5
2019-07-05,9092.4,92.5,283.6,268.1
2019-07-08,9084.9,90.7,365.8,261.0
2019-07-09,9074.7,91.1,253.0,261.6
2019-07-10,9068.1,92.6,239.0,260.8
2019-07-11,9045.5,94.1,261.7,260.9
2019-07-12,9023.12,93.25,241.39,261.71
2019-07-15,9046.12,96.23,348.65,264.25
2019-07-16,9043.95,92.12,261.09,264.72
2019-07-17,9053.42,93.59,312.04,266.11
2019-07-18,9035.39,91.71,270.82,261.24
2019-07-19,9013.58,90.75,272.41,262.65
2019-07-22,8982.5,98.13,267.45,258.18
2019-07-23,8967.28,98.66,217.17,260.27
2019-07-24,8974.42,103.85,304.01,262.72
2019-07-25,8979.12,107.94,309.16,264.11
2019-07-26,8960.02,107.84,256.92,264.13
2019-07-29,8984.44,110.02,267.45,263.8
2019-07-30,8979.45,110.8,306.25,265.04
2019-07-31,8974.65,111.25,268.78,263.33
2019-08-01,8980.59,109.95,270.29,261.68
2019-08-02,8946.17,108.99,326.61,258.64
2019-08-05,8950.15,111.22,307.35,255.43
2019-08-06,8902.54,109.29,364.19,251.66
2019-08-07,8865.22,112.12,232.89,252.01
2019-08-08,8846.38,118.67,242.19,253.44
2019-08-09,8808.17,117.83,247.54,250.94
2019-08-12,8817.87,122.88,263.62,255.14
2019-08-13,8822.4,122.95,248.96,253.61
2019-08-14,8831.48,122.91,308.13,254.82
2019-08-15,8822.42,123.19,290.55,256.41
2019-08-16,8822.27,116.86,333.15,257.34
2019-08-19,8930.3,124.16,566.35,263.97
2019-08-20,8975.16,123.17,475.25,263.44
2019-08-21,9005.97,123.86,395.62,262.63
2019-08-22,9039.46,125.43,385.7,263.17
2019-08-23,9030.21,125.98,402.51,263.16
2019-08-26,9070.05,122.93,407.27,261.08
2019-08-27,9087.6,128.27,497.66,264.99
2019-08-28,9114.71,126.28,435.17,264.0
2019-08-29,9145.53,127.39,417.28,263.61
2019-08-30,9134.56,128.83,484.22,261.51
2019-09-02,9181.57,132.76,511.79,266.17
2019-09-03,9208.81,134.98,517.09,267.43
2019-09-04,9242.4,134.94,582.81,270.04
2019-09-05,9308.75,137.86,815.84,272.01
2019-09-06,9317.64,135.47,602.77,272.69
2019-09-09,9427.66,139.39,758.99,276.96
2019-09-10,9480.21,137.68,714.17,276.21
2019-09-11,9510.03,140.14,639.63,274.31
2019-09-12,9468.39,136.64,503.12,276.42
2019-09-16,9546.55,137.87,592.7,276.25
2019-09-17,9562.27,129.88,547.54,270.88
2019-09-18,9574.21,131.66,435.45,270.61
2019-09-19,9602.01,135.63,459.54,272.73
2019-09-20,9577.09,135.67,483.66,272.54
2019-09-23,9604.52,134.41,476.52,270.1
2019-09-24,9604.28,134.31,528.02,270.54
2019-09-25,9572.46,130.07,466.45,267.11
2019-09-26,9521.32,126.15,452.4,262.07
2019-09-27,9473.83,121.87,324.8,263.67
2019-09-30,9372.55,116.31,257.1,261.38
2019-10-08,9426.17,124.8,333.9,261.64
2019-10-09,9441.5,127.48,310.9,263.38
2019-10-10,9467.81,133.34,377.38,266.29
2019-10-11,9444.19,137.04,411.7,267.46
2019-10-14,9507.62,143.07,534.09,270.5
2019-10-15,9494.18,141.61,394.63,267.82
2019-10-16,9502.45,142.55,373.7,266.55
2019-10-17,9503.36,143.61,304.8,266.41
2019-10-18,9471.23,140.02,345.47,262.85
2019-10-21,9474.24,140.1,288.77,262.26
2019-10-22,9485.34,138.26,294.14,264.71
2019-10-23,9492.18,138.49,308.25,262.98
2019-10-24,9504.68,135.78,303.18,263.17
2019-10-25,9507.85,134.04,369.47,265.02
2019-10-28,9562.0,137.34,503.26,269.14
2019-10-29,9555.35,135.05,478.96,266.24
2019-10-30,9553.82,133.98,390.14,264.33
2019-10-31,9532.28,133.65,373.56,264.58
2019-11-01,9531.88,136.9,390.27,265.12
2019-11-04,9551.17,139.34,437.4,266.17
2019-11-05,9566.95,141.18,446.78,267.39
2019-11-06,9568.3,141.09,410.88,265.61
2019-11-07,9580.72,142.76,361.92,266.86
2019-11-08,9561.92,140.12,413.83,265.7
2019-11-11,9545.23,134.47,360.48,260.9
2019-11-12,9539.39,134.8,302.45,261.38
2019-11-13,9549.83,136.22,308.69,260.88
2019-11-14,9569.14,138.21,342.29,262.22
2019-11-15,9535.12,134.08,333.0,260.05
2019-11-18,9546.14,136.6,308.35,261.99
2019-11-19,9578.01,137.52,379.86,265.93
2019-11-20,9584.69,135.51,382.61,263.43
2019-11-21,9592.18,135.36,309.88,262.9
2019-11-22,9554.16,132.6,413.86,260.88
2019-11-25,9550.82,134.84,361.6,261.31
2019-11-26,9519.62,135.56,281.76,261.5
2019-11-27,9537.52,135.54,308.17,261.2
2019-11-28,9524.76,135.33,259.97,260.6
2019-11-29,9519.79,130.31,291.2,260.16
2019-12-02,9533.57,130.9,291.82,260.5
2019-12-03,9555.75,130.69,302.25,261.7
2019-12-04,9563.84,130.63,319.97,262.0
2019-12-05,9588.33,131.96,397.79,264.4
2019-12-06,9590.95,132.27,376.01,265.9
2019-12-09,9626.76,132.79,446.06,266.3
2019-12-10,9649.44,135.0,425.36,267.4
2019-12-11,9667.31,135.19,435.36,266.6
2019-12-12,9682.06,133.29,409.02,266.0
2019-12-13,9678.4,134.67,528.81,269.78
2019-12-16,9771.24,135.78,669.06,273.0
2019-12-17,9854.67,138.61,820.57,275.7
2019-12-18,9929.6,138.25,707.28,275.1
2019-12-19,9968.63,137.74,572.45,275.2
2019-12-20,9946.11,134.9,548.89,272.7
2019-12-23,9966.83,129.83,514.48,268.1
2019-12-24,9965.73,131.55,441.26,271.8
2019-12-25,9983.06,135.12,517.07,272.5
2019-12-26,10012.58,137.01,538.58,274.8
2019-12-27,9994.82,135.96,651.2,273.1
2019-12-30,10054.52,139.33,643.68,275.53
2019-12-31,10054.69,137.38,538.15,276.6
2020-01-02,10106.54,143.6,825.39,280.1
2020-01-03,10122.11,138.98,717.29,280.6
2020-01-06,10227.21,143.96,885.69,280.9
2020-01-07,10270.87,144.59,759.46,283.5
2020-01-08,10301.56,137.5,822.98,279.3
2020-01-09,10332.69,139.11,731.96,282.4
2020-01-10,10320.43,135.51,639.55,282.1
2020-01-13,10376.59,137.89,719.43,284.8
2020-01-14,10402.21,137.79,739.19,284.2
2020-01-15,10430.76,132.06,635.63,283.5
2020-01-16,10439.07,127.13,614.47,282.6
2020-01-17,10411.3,126.22,596.56,282.3
2020-01-20,10450.14,127.59,740.96,284.5
2020-01-21,10444.15,120.37,725.04,280.5
2020-01-22,10442.58,115.2,746.51,281.9
2020-01-23,10269.1,100.71,787.19,273.5
2020-02-03,10155.47,82.94,486.72,254.8
2020-02-04,10141.07,82.21,835.32,260.8
2020-02-05,10149.09,84.55,835.13,266.2
2020-02-06,10238.62,85.44,939.87,272.4
2020-02-07,10273.23,84.97,930.76,273.9
2020-02-10,10325.06,92.87,890.87,276.4
2020-02-11,10306.07,101.84,754.08,276.0
2020-02-12,10372.38,113.37,848.12,279.3
2020-02-13,10397.44,116.9,919.4,277.0
2020-02-14,10389.28,120.66,872.74,278.1
2020-02-17,10507.96,128.05,1054.86,284.7
2020-02-18,10620.39,130.26,1103.79,286.4
2020-02-19,10645.76,134.75,1130.39,284.0
2020-02-20,10755.69,141.54,1217.76,287.6
2020-02-21,10828.06,145.64,1342.45,288.6
2020-02-24,10963.32,150.77,1395.61,291.3
2020-02-25,11077.7,153.31,1611.58,291.2
2020-02-26,11108.98,153.39,1461.46,284.5
2020-02-27,11092.32,154.95,1074.56,284.6
2020-02-28,10878.6,144.33,1035.66,273.7
2020-03-02,10962.82,152.38,1107.64,282.2
2020-03-03,11020.23,159.86,1277.27,284.1
2020-03-04,11051.31,160.57,1003.27,285.2
2020-03-05,11150.44,170.14,1287.69,288.8
2020-03-06,11107.98,161.97,952.31,287.1
2020-03-09,11078.68,157.6,1050.84,278.2
2020-03-10,11132.41,159.55,1096.11,284.4
2020-03-11,11113.12,163.11,951.73,280.6
2020-03-12,11079.04,160.92,781.71,276.4
2020-03-13,10994.3,157.27,883.84,275.3
2020-03-16,10821.18,154.57,830.41,265.6
2020-03-17,10837.27,149.67,743.3,265.7
2020-03-18,10745.83,158.7,752.11,262.3
2020-03-19,10788.89,155.1,751.62,263.6
2020-03-20,10730.73,158.49,615.22,265.4
2020-03-23,10631.96,155.68,550.65,256.5
2020-03-24,10623.63,159.62,610.33,261.7
2020-03-25,10636.51,171.0,700.12,267.5
2020-03-26,10594.65,175.13,543.65,265.4
2020-03-27,10537.05,176.01,544.37,264.5
2020-03-30,10500.49,172.15,521.52,260.7
2020-03-31,10474.06,177.14,464.33,261.2
2020-04-01,10429.78,181.84,487.11,260.2
2020-04-02,10443.17,185.73,529.72,266.1
2020-04-03,10374.73,181.9,466.49,264.4
2020-04-07,10429.54,190.91,696.95,271.1
2020-04-08,10426.24,194.14,585.98,271.0
2020-04-09,10444.55,203.41,623.15,272.2
2020-04-10,10378.27,200.18,581.4,267.5
2020-04-13,10373.6,199.98,431.9,265.1
2020-04-14,10376.56,204.99,506.64,270.4
2020-04-15,10378.34,203.26,557.84,269.0
2020-04-16,10399.64,203.04,519.32,270.5
2020-04-17,10376.81,204.98,673.2,271.0
2020-04-20,10414.03,210.17,554.54,272.9
2020-04-21,10424.63,210.56,578.26,270.7
2020-04-22,10454.75,216.9,535.34,272.1
2020-04-23,10453.31,218.8,578.49,270.9
2020-04-24,10388.1,214.26,496.78,268.4
2020-04-27,10368.86,217.32,456.25,267.4
2020-04-28,10326.17,218.15,569.68,266.7
2020-04-29,10285.15,217.96,470.67,267.2
2020-04-30,10216.0,213.72,630.63,271.5
2020-05-06,10334.91,222.77,692.52,274.8
2020-05-07,10394.43,229.37,619.58,273.6
2020-05-08,10409.4,233.46,653.04,275.7
2020-05-11,10471.06,239.5,643.97,275.1
2020-05-12,10500.51,240.49,534.48,275.4
2020-05-13,10531.33,247.24,517.31,276.1
2020-05-14,10548.57,248.72,540.08,273.3
2020-05-15,10542.94,248.54,561.76,274.3
2020-05-18,10552.81,252.11,653.1,273.1
2020-05-19,10588.8,257.08,604.33,277.1
2020-05-20,10588.37,255.13,603.7,276.2
2020-05-21,10581.94,252.73,530.41,269.9
2020-05-22,10532.63,246.64,479.16,265.2
2020-05-25,10534.85,245.05,381.15,270.6
2020-05-26,10559.29,251.14,430.13,270.1
2020-05-27,10554.65,254.42,457.57,269.9
2020-05-28,10546.25,258.56,469.13,269.3
2020-05-29,10518.88,261.01,445.47,269.6
2020-06-01,10619.97,268.99,723.97,276.4
2020-06-02,10661.33,269.05,687.19,277.5
2020-06-03,10688.97,268.6,703.65,279.2
2020-06-04,10708.32,269.03,573.45,277.2
2020-06-05,10698.18,267.7,542.31,277.4
2020-06-08,10743.24,270.2,613.66,278.4
2020-06-09,10760.35,272.06,549.43,278.8
2020-06-10,10780.76,273.51,533.77,278.6
2020-06-11,10809.74,274.84,655.66,276.8
2020-06-12,10807.4,271.28,588.03,277.1
2020-06-15,10850.39,272.66,681.77,275.9
2020-06-16,10921.92,280.1,678.55,279.5
2020-06-17,10958.01,289.09,683.22,279.6
2020-06-18,11006.76,296.31,745.8,280.1
2020-06-19,11007.36,297.11,754.71,281.3
2020-06-22,11114.27,303.24,862.5,281.5
2020-06-23,11155.66,311.82,754.36,281.8
2020-06-24,11104.95,309.96,687.07,281.6
2020-06-29,11193.71,309.53,725.56,279.9
2020-06-30,11313.35,322.74,864.2,282.9
2020-07-01,11421.49,339.73,1036.89,284.1
2020-07-02,11550.08,351.27,1174.51,287.8
2020-07-03,11667.63,359.39,1319.93,290.6
2020-07-06,12035.02,379.02,1881.4,300.0
2020-07-07,12299.23,382.38,2037.38,300.0
2020-07-08,12606.69,402.9,1867.75,303.7
2020-07-09,12846.43,414.57,2101.42,307.4
2020-07-10,13013.41,405.67,1888.83,302.7
2020-07-13,13318.77,424.41,2034.58,308.3
2020-07-14,13449.75,423.86,1924.57,304.5
2020-07-15,13464.56,420.96,1688.74,296.9
2020-07-16,13418.93,405.43,1481.18,284.3
2020-07-17,13347.91,411.86,1017.79,285.2
2020-07-20,13445.18,440.52,1232.94,293.1
2020-07-21,13448.76,453.07,1100.83,292.5
2020-07-22,13503.42,470.46,1243.96,293.6
2020-07-23,13580.46,480.24,1299.08,292.9
2020-07-24,13411.2,464.44,1257.99,282.1
2020-07-27,13449.25,470.67,874.84,282.6
2020-07-28,13458.46,486.09,841.51,284.6
2020-07-29,13583.03,508.88,1097.66,291.1
2020-07-30,13652.47,515.68,1114.76,289.9
2020-07-31,13719.47,526.91,1181.41,292.4
2020-08-03,13940.82,550.82,1483.82,297.0
2020-08-04,13979.43,555.09,1436.47,294.6
2020-08-05,14087.26,573.73,1268.01,296.2
2020-08-06,14126.37,592.02,1379.63,295.6
2020-08-07,14036.33,598.79,1273.28,292.2
2020-08-10,14083.37,616.34,1193.65,292.5
2020-08-11,14028.31,608.08,1088.45,288.0
2020-08-12,13990.55,611.65,970.11,285.8
2020-08-13,14005.6,620.82,799.14,286.0
2020-08-14,13937.09,621.18,765.63,289.2
2020-08-17,14100.1,642.64,1245.23,293.7
2020-08-18,14172.15,643.91,1082.7,294.0
2020-08-19,14170.16,642.93,1070.9,289.1
2020-08-20,14156.56,637.64,775.83,285.3
2020-08-21,14138.52,644.8,771.49,286.1
2020-08-24,14200.88,659.19,821.96,287.6
2020-08-25,14189.53,662.85,811.85,287.1
2020-08-26,14126.18,656.97,828.92,282.6
2020-08-27,14145.5,670.02,716.93,284.8
2020-08-28,14157.74,689.18,866.15,288.5
2020-08-31,14256.66,698.05,1029.03,287.4
2020-09-01,14282.91,707.0,757.89,288.3
2020-09-02,14362.84,726.03,898.06,288.2
2020-09-03,14361.28,735.51,806.27,285.9
2020-09-04,14332.72,731.62,691.67,285.3
2020-09-07,14314.0,722.33,853.36,280.9
2020-09-08,14296.24,731.47,748.27,282.7
2020-09-09,14254.08,717.55,797.49,276.3
2020-09-10,14144.25,719.07,619.39,271.5
2020-09-11,14112.89,730.81,519.42,274.6
2020-09-14,14131.99,750.72,603.13,276.9
2020-09-15,14140.54,769.54,579.53,278.3
2020-09-16,14132.34,779.45,529.96,276.4
2020-09-17,14155.24,793.15,633.6,277.0
2020-09-18,14167.45,818.69,723.8,280.3
2020-09-21,14179.7,825.87,637.64,279.1
2020-09-22,14174.6,835.63,585.38,275.7
2020-09-23,14199.14,858.33,557.13,277.0
2020-09-24,14186.23,849.38,536.93,271.7
2020-09-25,14141.52,849.01,445.66,271.1
2020-09-28,14090.67,853.96,385.78,269.0
2020-09-29,14052.91,850.99,419.18,271.0
2020-09-30,13885.96,835.95,378.45,270.5
2020-10-09,13994.57,860.7,644.76,276.5
2020-10-12,14113.5,910.05,930.37,283.7
2020-10-13,14200.45,935.04,786.48,283.9
2020-10-14,14268.0,946.3,687.93,281.5
2020-10-15,14279.01,966.15,630.88,279.9
2020-10-16,14238.2,973.87,550.24,279.3
2020-10-19,14256.76,981.63,615.63,277.6
2020-10-20,14283.8,998.37,537.84,278.9
2020-10-21,14274.75,1013.24,543.45,276.6
2020-10-22,14292.39,1001.66,537.41,275.5
2020-10-23,14195.58,983.56,550.51,272.2
2020-10-26,14170.77,988.77,511.33,272.0
2020-10-27,14171.78,992.59,451.19,272.9
2020-10-28,14199.1,1014.73,587.35,273.7
2020-10-29,14224.17,1036.0,641.48,274.1
2020-10-30,14148.41,1036.61,689.83,269.4
2020-11-02,14163.35,1053.82,645.2,269.8
2020-11-03,14193.65,1081.87,652.61,274.1
2020-11-04,14230.03,1098.68,601.07,274.0
2020-11-05,14284.43,1116.02,783.61,277.9
2020-11-06,14285.03,1117.53,780.11,276.5
2020-11-09,14393.2,1144.89,1056.02,281.8
2020-11-10,14416.99,1151.05,874.52,279.0
2020-11-11,14400.2,1137.9,764.61,275.7
2020-11-12,14396.37,1145.27,607.11,275.9
2020-11-13,14388.97,1144.24,635.9,275.6
2020-11-16,14443.3,1163.1,705.22,277.8
2020-11-17,14458.64,1173.79,757.39,276.3
2020-11-18,14474.16,1177.69,719.53,276.7
2020-11-19,14463.48,1176.15,638.54,278.0
2020-11-20,14451.36,1181.58,650.83,278.3
2020-11-23,14541.46,1195.34,939.8,279.6
2020-11-24,14586.78,1183.66,778.41,279.2
2020-11-25,14604.38,1162.78,796.87,275.6
2020-11-26,14573.22,1163.27,620.88,275.1
2020-11-27,14524.15,1177.6,622.45,276.0
2020-11-30,14571.4,1174.87,914.92,276.0
2020-12-01,14629.62,1189.73,837.63,279.6
2020-12-02,14695.0,1196.39,858.7,279.3
2020-12-03,14701.14,1177.78,766.71,279.1
2020-12-04,14690.68,1175.01,683.45,279.4
2020-12-07,14739.76,1161.56,701.06,278.0
2020-12-08,14740.39,1158.01,621.35,277.8
2020-12-09,14691.36,1146.07,688.93,273.7
2020-12-10,14685.7,1153.27,592.85,273.6
2020-12-11,14638.61,1143.29,646.87,270.6
2020-12-14,14667.01,1160.67,578.36,272.5
2020-12-15,14669.12,1175.13,586.57,273.1
2020-12-16,14674.67,1191.12,579.45,271.6
2020-12-17,14702.2,1217.31,708.44,274.4
2020-12-18,14715.99,1224.93,695.64,273.0
2020-12-21,14776.41,1239.09,837.12,276.4
2020-12-22,14784.94,1232.97,903.58,271.3
2020-12-23,14823.87,1254.1,863.84,273.0
2020-12-24,14825.1,1268.27,773.51,270.8
2020-12-25,14828.28,1285.05,766.1,272.9
2020-12-28,14857.7,1294.71,787.72,272.4
2020-12-29,14795.04,1295.06,738.07,271.3
2020-12-30,14830.65,1333.55,781.41,273.5
2020-12-31,14819.95,1369.73,911.63,277.3
2021-01-04,15059.72,1379.13,1251.23,280.5
2021-01-05,15155.43,1401.1,1294.2,282.2
2021-01-06,15211.31,1420.56,1148.08,280.7
2021-01-07,15274.53,1455.16,1215.93,279.9
2021-01-08,15263.85,1462.06,1093.19,279.7
2021-01-11,15288.28,1447.74,1182.77,275.9
2021-01-12,15370.58,1473.84,1160.1,280.1
2021-01-13,15402.3,1458.29,1306.89,278.5
2021-01-14,15386.48,1439.73,1126.29,276.3
2021-01-15,15365.06,1436.15,994.83,275.9
2021-01-18,15444.76,1447.61,1011.89,279.3
2021-01-19,15480.2,1432.11,1018.29,277.4
2021-01-20,15528.67,1456.26,889.37,278.4
2021-01-21,15608.8,1486.29,1130.05,279.6
2021-01-22,15603.03,1481.48,1115.87,279.2
2021-01-25,15664.86,1491.13,1248.69,278.8
2021-01-26,15602.61,1461.65,947.5,275.2
2021-01-27,15595.69,1464.58,839.54,275.8
2021-01-28,15551.66,1428.23,827.1,270.9
2021-01-29,15401.83,1422.39,803.61,268.8
2021-02-01,15382.58,1422.5,738.54,270.9
2021-02-02,15382.31,1442.01,813.25,273.2
2021-02-03,15370.19,1441.02,890.04,271.7
2021-02-04,15280.26,1427.59,830.01,269.6
2021-02-05,15177.19,1417.26,788.5,267.2
2021-02-08,15142.85,1425.71,714.89,270.1
2021-02-09,15167.32,1437.77,820.12,275.3
2021-02-10,14987.39,1409.34,821.37,278.8
2021-02-18,15217.05,1430.53,1175.98,281.1
2021-02-19,15277.08,1442.98,1062.27,283.4
2021-02-22,15404.16,1414.98,1340.64,280.5
2021-02-23,15386.67,1423.88,920.81,279.6
2021-02-24,15394.43,1405.66,981.42,276.5
2021-02-25,15375.78,1427.33,847.07,275.9
2021-02-26,15303.41,1396.67,746.09,272.0
2021-03-01,15341.08,1436.37,737.06,276.7
2021-03-02,15362.06,1435.36,791.94,274.4
2021-03-03,15361.48,1467.78,732.68,278.2
2021-03-04,15326.57,1423.67,830.99,273.7
2021-03-05,15262.61,1418.2,723.35,274.1
2021-03-08,15249.39,1382.81,834.27,269.2
2021-03-09,15167.33,1347.94,757.89,264.5
2021-03-10,15100.27,1361.53,553.47,264.0
2021-03-11,15124.78,1413.04,679.1,269.2
2021-03-12,15078.02,1432.36,662.73,269.8
2021-03-15,15115.85,1406.87,693.55,267.6
2021-03-16,15098.26,1411.65,589.48,269.1
2021-03-17,15108.01,1417.9,585.24,270.6
2021-03-18,15092.85,1433.72,598.84,271.6
2021-03-19,15074.9,1407.1,607.85,268.1
2021-03-22,15127.04,1438.03,623.53,270.7
2021-03-23,15113.14,1425.61,607.29,268.6
2021-03-24,15117.72,1406.87,600.6,265.8
2021-03-25,15078.53,1405.82,488.8,265.2
2021-03-26,15055.35,1436.97,587.46,268.8
2021-03-29,15072.57,1453.11,602.66,268.8
2021-03-30,15074.95,1464.97,582.21,269.4
2021-03-31,15096.84,1450.42,536.47,268.6
2021-04-01,15072.3,1467.6,547.37,269.8
2021-04-02,15040.56,1481.99,610.9,271.1
2021-04-06,15108.23,1481.73,596.79,271.9
2021-04-07,15164.38,1481.46,614.83,272.0
2021-04-08,15170.44,1494.93,624.73,271.2
2021-04-09,15148.24,1484.89,549.42,269.9
2021-04-12,15139.28,1462.65,603.36,266.3
2021-04-13,15086.18,1465.21,494.87,265.7
2021-04-14,15098.86,1474.12,524.15,268.2
2021-04-15,15107.76,1471.98,511.99,267.6
2021-04-16,15085.43,1482.26,530.05,269.6
2021-04-19,15133.31,1517.87,741.21,274.0
2021-04-20,15157.51,1520.02,712.41,273.1
2021-04-21,15169.88,1518.88,602.62,272.5
2021-04-22,15200.22,1522.11,616.89,273.0
2021-04-23,15159.59,1532.98,652.4,273.2
2021-04-26,15190.6,1519.67,808.36,271.8
2021-04-27,15166.1,1520.46,619.73,271.5
2021-04-28,15181.1,1525.04,688.03,272.8
2021-04-29,15155.19,1540.13,707.89,273.4
2021-04-30,15025.21,1516.93,724.66,272.9
2021-05-06,15111.31,1499.29,789.78,271.8
2021-05-07,15096.5,1487.95,778.53,269.9
2021-05-10,15149.38,1493.22,749.33,271.1
2021-05-11,15166.87,1505.38,728.13,271.5
2021-05-12,15203.02,1513.36,655.59,273.2
2021-05-13,15220.67,1494.05,678.53,271.7
2021-05-14,15226.44,1531.1,832.21,275.5
2021-05-17,15272.97,1550.81,838.31,276.1
2021-05-18,15327.31,1549.97,726.78,276.8
2021-05-19,15386.53,1537.12,778.65,276.6
2021-05-20,15397.77,1535.61,754.48,275.4
2021-05-21,15390.9,1517.47,689.63,274.1
2021-05-24,15448.74,1518.02,739.68,275.0
2021-05-25,15442.49,1551.16,916.2,279.3
2021-05-26,15497.18,1547.43,907.71,280.3
2021-05-27,15564.82,1552.43,853.7,281.0
2021-05-28,15593.97,1556.32,942.16,280.1
2021-05-31,15695.52,1569.5,950.44,282.3
2021-06-01,15775.14,1573.27,953.49,282.6
2021-06-02,15789.13,1536.4,879.43,281.3
2021-06-03,15799.88,1519.66,837.81,279.8
2021-06-04,15773.92,1516.78,816.23,280.7
2021-06-07,15850.8,1510.94,848.65,281.9
2021-06-08,15857.14,1488.41,861.11,280.5
2021-06-09,15865.1,1479.92,731.53,281.1
2021-06-10,15910.66,1499.9,879.82,282.6
2021-06-11,15871.54,1481.9,949.63,281.2
2021-06-15,15943.8,1462.75,852.58,278.6
2021-06-16,15893.15,1443.87,735.51,274.9
2021-06-17,15922.43,1476.89,772.81,277.0
2021-06-18,15949.15,1485.45,894.64,278.6
2021-06-21,16019.4,1487.55,885.63,279.9
2021-06-22,16081.14,1509.11,868.44,281.0
2021-06-23,16116.5,1530.83,965.53,281.9
2021-06-24,16128.9,1530.06,846.11,280.7
2021-06-25,16118.08,1559.12,939.02,282.6
2021-06-28,16207.9,1564.11,960.64,283.9
2021-06-29,16246.87,1546.58,859.09,281.2
2021-06-30,16281.19,1559.99,895.53,282.8
2021-07-01,16181.05,1559.33,934.24,280.0
2021-07-02,16160.33,1522.24,837.68,277.2
2021-07-05,16223.55,1539.4,851.41,279.7
2021-07-06,16222.19,1537.65,953.09,280.2
2021-07-07,16291.25,1569.65,953.1,282.3
2021-07-08,16336.52,1570.91,1087.33,281.9
2021-07-09,16355.47,1572.01,999.23,282.8
2021-07-12,16445.32,1599.18,1233.55,286.3
2021-07-13,16498.0,1594.41,1124.87,287.7
2021-07-14,16504.86,1566.45,1068.06,284.8
2021-07-15,16500.88,1580.22,1033.06,286.3
2021-07-16,16469.37,1569.08,1091.56,285.3
2021-07-19,16485.85,1559.42,972.23,285.1
2021-07-20,16504.47,1559.02,818.75,285.0
2021-07-21,16590.0,1576.21,1154.81,287.6
2021-07-22,16663.45,1596.16,1202.02,288.7
2021-07-23,16649.92,1583.98,1259.19,286.3
2021-07-26,16679.01,1548.91,1255.33,282.2
2021-07-27,16599.99,1513.19,1347.11,276.4
2021-07-28,16443.58,1508.79,940.21,273.9
2021-07-29,16483.03,1555.39,1074.19,280.5
2021-07-30,16473.72,1555.72,1151.15,281.4
2021-08-02,16588.69,1583.85,1397.59,285.5
2021-08-03,16576.2,1577.13,1209.5,282.9
2021-08-04,16658.46,1609.26,1165.47,286.8
2021-08-05,16701.34,1616.0,1148.89,285.1
2021-08-06,16706.77,1619.12,1100.48,285.4
2021-08-09,16770.03,1627.98,1121.3,286.8
2021-08-10,16784.82,1642.01,1157.13,288.4
2021-08-11,16856.99,1645.15,1114.78,289.0
2021-08-12,16925.77,1650.62,1141.97,288.7
2021-08-13,16897.66,1641.8,1106.42,287.7
2021-08-16,16912.27,1636.11,1034.0,286.3
2021-08-17,16825.98,1596.94,1037.17,281.3
2021-08-18,16838.79,1633.19,1006.59,283.5
2021-08-19,16820.69,1636.13,1001.53,283.6
2021-08-20,16794.51,1616.25,994.1,281.8
2021-08-23,16932.87,1652.83,1166.05,285.2
2021-08-24,16981.43,1672.33,1248.33,286.8
2021-08-25,17020.81,1678.54,1112.68,288.3
2021-08-26,17058.25,1646.91,1185.5,285.8
2021-08-27,17013.97,1655.71,1124.45,287.0
2021-08-30,17084.69,1645.05,1400.78,287.9
2021-08-31,17066.52,1648.13,1276.6,288.4
2021-09-01,17080.14,1654.43,1511.56,286.6
2021-09-02,17106.83,1671.56,1252.92,288.7
2021-09-03,17043.09,1671.02,1360.13,287.2
2021-09-06,17130.19,1700.8,1253.79,289.5
2021-09-07,17200.93,1730.25,1286.43,292.8
2021-09-08,17308.39,1718.15,1357.29,292.8
2021-09-09,17396.37,1721.21,1304.52,292.9
2021-09-10,17414.96,1737.44,1434.23,293.1
2021-09-13,17527.24,1731.13,1342.81,293.3
2021-09-14,17543.12,1701.66,1329.67,290.2
2021-09-15,17583.61,1682.47,1132.17,290.7
2021-09-16,17478.4,1642.81,1178.94,286.1
2021-09-17,17295.21,1622.56,1068.25,286.0
2021-09-22,17365.19,1619.14,979.97,286.3
2021-09-23,17413.97,1640.61,1078.51,287.3
